entry_id,date,account,vendor,amount,preparer,is_manipulated
JE-001274,2025-03-02,판매비와관리비,거래처-035,519814,박전표,False
JE-002523,2025-03-03,미수금,거래처-021,104141,최담당,False
JE-002755,2025-03-03,매입,거래처-016,2381902,최담당,False
JE-000918,2025-03-03,매출원가,거래처-031,857963,최담당,False
JE-001204,2025-03-03,판매비와관리비,거래처-036,2000000,박전표,True
JE-002578,2025-03-03,미수금,거래처-035,18927327,박전표,False
JE-000756,2025-03-03,미지급금,거래처-018,3057073,박전표,False
JE-000124,2025-03-03,미지급금,거래처-037,9995866,이감사,True
JE-001833,2025-03-03,매출,거래처-021,32894,이감사,False
JE-002443,2025-03-03,미수금,거래처-016,780906,이감사,False
JE-000685,2025-03-03,미지급금,거래처-040,899544,박전표,False
JE-003883,2025-03-03,미지급금,거래처-034,792487,김회계,False
JE-001819,2025-03-04,매출원가,거래처-028,1218778,박전표,False
JE-001268,2025-03-04,매입,거래처-029,120966,박전표,False
JE-002721,2025-03-04,판매비와관리비,거래처-013,22279,최담당,False
JE-000073,2025-03-04,미수금,거래처-025,394434,박전표,False
JE-002831,2025-03-04,미지급금,거래처-031,2571429,김회계,False
JE-001011,2025-03-04,매출원가,거래처-015,71131,이감사,False
JE-002620,2025-03-04,매입,거래처-029,4399280,박전표,False
JE-002673,2025-03-04,미지급금,거래처-001,3886518,이감사,False
JE-000583,2025-03-04,판매비와관리비,거래처-030,5365705,김회계,False
JE-003437,2025-03-04,미수금,거래처-012,560228,이감사,False
JE-000570,2025-03-04,매출,거래처-027,256111,김회계,False
JE-002033,2025-03-04,매입,거래처-027,5484847,박전표,False
JE-003709,2025-03-04,미수금,거래처-010,211391,김회계,False
JE-003629,2025-03-05,판매비와관리비,거래처-026,3588060,김회계,False
JE-002127,2025-03-05,매입,거래처-010,292579,최담당,False
JE-003078,2025-03-05,미지급금,거래처-017,1064610,김회계,False
JE-002915,2025-03-05,매입,거래처-030,1821143,이감사,False
JE-000874,2025-03-05,매입,거래처-012,4333368,최담당,False
JE-001295,2025-03-05,판매비와관리비,거래처-014,4886831,이감사,False
JE-000276,2025-03-05,매출원가,거래처-039,9997048,최담당,True
JE-003370,2025-03-05,미지급금,거래처-008,332960,박전표,False
JE-000369,2025-03-05,매출원가,거래처-009,9078980,박전표,False
JE-003751,2025-03-05,판매비와관리비,거래처-003,3813642,이감사,False
JE-003650,2025-03-06,미수금,거래처-027,3000000,김회계,True
JE-003858,2025-03-06,매입,거래처-001,493573,김회계,False
JE-003553,2025-03-06,판매비와관리비,거래처-016,745195,박전표,False
JE-003536,2025-03-06,매출,거래처-009,141399,이감사,False
JE-000893,2025-03-06,매출원가,거래처-032,613433,이감사,False
JE-000522,2025-03-06,미수금,거래처-027,197497,이감사,False
JE-002436,2025-03-06,매출,거래처-013,5928496,박전표,False
JE-003189,2025-03-06,매출원가,거래처-025,2404369,박전표,False
JE-002812,2025-03-06,판매비와관리비,거래처-040,1093196,김회계,False
JE-001537,2025-03-06,미수금,거래처-010,466609,이감사,False
JE-003756,2025-03-06,미지급금,거래처-008,177463,박전표,False
JE-003633,2025-03-07,미지급금,거래처-019,5527465,박전표,False
JE-003503,2025-03-07,매입,거래처-004,94284,이감사,False
JE-000887,2025-03-07,매입,거래처-006,239441,김회계,False
JE-004078,2025-03-07,매입,거래처-027,2825191,최담당,False
JE-002788,2025-03-07,판매비와관리비,거래처-016,195824,이감사,False
JE-003609,2025-03-07,매입,거래처-006,1626168,박전표,False
JE-001986,2025-03-07,매출원가,거래처-033,9995604,박전표,True
JE-000024,2025-03-07,매출,거래처-009,407692,박전표,False
JE-003935,2025-03-07,미지급금,거래처-001,3874741,이감사,False
JE-002155,2025-03-07,매출,거래처-006,214035,이감사,False
JE-000292,2025-03-07,매출원가,거래처-026,8932861,박전표,False
JE-003194,2025-03-07,매입,거래처-006,215022,최담당,False
JE-003230,2025-03-08,매입,거래처-002,450799,박전표,False
JE-001365,2025-03-08,판매비와관리비,거래처-009,4462785,박전표,False
JE-001746,2025-03-08,미지급금,거래처-030,49034,이감사,False
JE-003299,2025-03-08,매입,거래처-026,1989463,김회계,False
JE-003033,2025-03-08,매입,거래처-013,729515,최담당,False
JE-001188,2025-03-08,미수금,거래처-027,4339839,김회계,False
JE-000129,2025-03-08,판매비와관리비,거래처-030,1705059,최담당,False
JE-003174,2025-03-09,매출원가,거래처-023,1339809,김회계,False
JE-002076,2025-03-09,매입,거래처-003,19346248,이감사,False
JE-001932,2025-03-09,판매비와관리비,거래처-017,1347054,이감사,False
JE-003663,2025-03-09,매출원가,거래처-024,4221597,이감사,False
JE-000681,2025-03-09,매출원가,거래처-011,2943456,박전표,False
JE-002298,2025-03-09,미수금,거래처-031,75991,최담당,False
JE-001687,2025-03-09,미수금,거래처-037,779095,최담당,False
JE-001805,2025-03-09,미수금,거래처-018,659743,이감사,False
JE-001611,2025-03-09,판매비와관리비,거래처-036,973431,이감사,False
JE-001656,2025-03-09,미수금,거래처-036,826967,박전표,False
JE-000803,2025-03-10,미수금,거래처-003,6188524,최담당,False
JE-003753,2025-03-10,매출원가,거래처-006,2179183,박전표,False
JE-002830,2025-03-10,매입,거래처-032,914627,김회계,False
JE-000957,2025-03-10,미수금,거래처-023,53277,박전표,False
JE-000390,2025-03-10,매출원가,거래처-023,69618,김회계,False
JE-000532,2025-03-10,매출,거래처-014,606048,김회계,False
JE-000531,2025-03-10,미수금,거래처-034,734256,김회계,False
JE-003312,2025-03-10,판매비와관리비,거래처-019,1160156,최담당,False
JE-003265,2025-03-10,매출,거래처-038,184475,최담당,False
JE-002648,2025-03-10,판매비와관리비,거래처-040,89226,김회계,False
JE-001763,2025-03-10,매출원가,거래처-023,382412,최담당,False
JE-000932,2025-03-10,미지급금,거래처-016,555347,이감사,False
JE-002765,2025-03-10,매출,거래처-004,13784587,김회계,False
JE-000298,2025-03-10,매입,거래처-021,6508711,김회계,False
JE-002332,2025-03-11,미수금,거래처-035,4740219,최담당,False
JE-003238,2025-03-11,매출,거래처-039,1009005,박전표,False
JE-002218,2025-03-11,미지급금,거래처-023,94378,김회계,False
JE-002613,2025-03-11,매출원가,거래처-035,512191,박전표,False
JE-001001,2025-03-11,판매비와관리비,거래처-001,1376770,박전표,False
JE-002168,2025-03-12,매출원가,거래처-032,8619939,박전표,False
JE-000409,2025-03-12,판매비와관리비,거래처-024,1411795,박전표,False
JE-004068,2025-03-12,매출원가,거래처-001,361318,이감사,False
JE-004100,2025-03-12,판매비와관리비,거래처-034,3121306,김회계,False
JE-003906,2025-03-12,매출원가,거래처-035,799591,최담당,False
JE-003654,2025-03-12,매입,거래처-002,3910586,김회계,False
JE-002706,2025-03-12,매출원가,거래처-018,516981,이감사,False
JE-002300,2025-03-12,판매비와관리비,거래처-035,25047,이감사,False
JE-003336,2025-03-12,판매비와관리비,거래처-021,4866220,김회계,False
JE-000269,2025-03-12,미지급금,거래처-001,9995207,김회계,True
JE-003471,2025-03-12,매출원가,거래처-001,612539,최담당,False
JE-001803,2025-03-12,미수금,거래처-040,347489,이감사,False
JE-003788,2025-03-13,판매비와관리비,거래처-006,843393,김회계,False
JE-000391,2025-03-13,매출,거래처-033,18816416,이감사,False
JE-002276,2025-03-13,매출,거래처-013,304230,이감사,False
JE-000287,2025-03-13,매출,거래처-001,93929,최담당,False
JE-003090,2025-03-13,판매비와관리비,거래처-024,4167171,이감사,False
JE-001393,2025-03-13,판매비와관리비,거래처-002,1099774,최담당,False
JE-003017,2025-03-13,미지급금,거래처-002,57113,최담당,False
JE-001553,2025-03-13,매입,거래처-035,109503,이감사,False
JE-003385,2025-03-13,미수금,거래처-011,5000000,최담당,True
JE-001456,2025-03-13,매입,거래처-014,240111,이감사,False
JE-003197,2025-03-13,판매비와관리비,거래처-028,763236,이감사,False
JE-001364,2025-03-13,미수금,거래처-032,6198618,최담당,False
JE-002487,2025-03-13,매출,거래처-001,1156780,최담당,False
JE-004081,2025-03-13,매출원가,거래처-034,1589468,이감사,False
JE-001993,2025-03-13,판매비와관리비,거래처-021,5286220,박전표,False
JE-002199,2025-03-13,판매비와관리비,거래처-006,1256315,최담당,False
JE-000447,2025-03-13,매출,거래처-029,87934,김회계,False
JE-001665,2025-03-13,미수금,거래처-010,33409683,김회계,False
JE-000417,2025-03-13,미지급금,거래처-019,2472357,최담당,False
JE-003740,2025-03-14,매입,거래처-017,115165,이감사,False
JE-000035,2025-03-14,매출,거래처-005,812827,박전표,False
JE-002153,2025-03-14,미수금,거래처-004,27459719,박전표,False
JE-000750,2025-03-14,미지급금,거래처-011,1242844,최담당,False
JE-001948,2025-03-14,매입,거래처-036,55046,김회계,False
JE-002094,2025-03-14,미수금,거래처-014,3263271,이감사,False
JE-000395,2025-03-14,매출,거래처-018,200777,최담당,False
JE-000624,2025-03-14,미수금,거래처-004,4031119,박전표,False
JE-002861,2025-03-14,판매비와관리비,거래처-009,1197076,박전표,False
JE-004148,2025-03-14,미지급금,거래처-021,308860,이감사,False
JE-000795,2025-03-14,매출,거래처-040,1259832,박전표,False
JE-002659,2025-03-14,매입,거래처-036,9998833,김회계,True
JE-003156,2025-03-15,매출,거래처-024,248019,김회계,False
JE-001264,2025-03-15,매출원가,거래처-029,364469,최담당,False
JE-001030,2025-03-15,매출원가,거래처-017,1373420,이감사,False
JE-003562,2025-03-15,미지급금,거래처-033,1460684,이감사,False
JE-002351,2025-03-15,매출원가,거래처-010,794581,김회계,False
JE-001505,2025-03-15,미수금,거래처-016,61092363,박전표,False
JE-001509,2025-03-15,매출,거래처-029,6078295,김회계,False
JE-001514,2025-03-15,미지급금,거래처-012,1155063,이감사,False
JE-002289,2025-03-15,매입,거래처-019,344731,최담당,False
JE-001923,2025-03-15,미지급금,거래처-021,2806372,최담당,False
JE-000734,2025-03-15,미지급금,거래처-027,165757,최담당,False
JE-002463,2025-03-15,매입,거래처-030,9997847,최담당,True
JE-004002,2025-03-15,미수금,거래처-002,9996443,김회계,True
JE-003240,2025-03-16,매입,거래처-036,1964354,김회계,False
JE-003102,2025-03-16,판매비와관리비,거래처-038,1759264,이감사,False
JE-004066,2025-03-16,판매비와관리비,거래처-023,51629,박전표,False
JE-000592,2025-03-16,매출원가,거래처-013,1427084,박전표,False
JE-002581,2025-03-16,매출원가,거래처-034,2000000,최담당,True
JE-000534,2025-03-16,매입,거래처-003,27695678,이감사,False
JE-002400,2025-03-16,미지급금,거래처-026,332916,김회계,False
JE-003464,2025-03-16,매입,거래처-011,351565,이감사,False
JE-000718,2025-03-17,미수금,거래처-032,3611807,최담당,False
JE-004119,2025-03-17,매출원가,거래처-027,5457200,박전표,False
JE-000785,2025-03-17,미지급금,거래처-019,2644014,박전표,False
JE-001308,2025-03-17,미수금,거래처-038,195712,박전표,False
JE-001262,2025-03-17,미수금,거래처-013,311977,김회계,False
JE-002697,2025-03-17,매출,거래처-038,1362947,이감사,False
JE-002247,2025-03-17,판매비와관리비,거래처-002,87358,최담당,False
JE-003263,2025-03-17,판매비와관리비,거래처-009,83341,김회계,False
JE-000119,2025-03-17,매출원가,거래처-034,10854441,김회계,False
JE-002933,2025-03-17,매입,거래처-023,1222582,김회계,False
JE-003671,2025-03-17,매입,거래처-016,606343,이감사,False
JE-001603,2025-03-17,매출원가,거래처-010,16100,이감사,False
JE-003458,2025-03-17,미지급금,거래처-023,170911,김회계,False
JE-000017,2025-03-18,매입,거래처-025,440524,박전표,False
JE-000252,2025-03-18,미지급금,거래처-010,373536,박전표,False
JE-000790,2025-03-18,미수금,거래처-030,869294,김회계,False
JE-001838,2025-03-18,매입,거래처-011,1008970,김회계,False
JE-002043,2025-03-18,매출,거래처-006,581727,최담당,False
JE-001894,2025-03-18,미수금,거래처-022,69576,박전표,False
JE-000478,2025-03-18,매출,거래처-008,1245282,김회계,False
JE-002642,2025-03-18,미지급금,거래처-005,7313995,김회계,False
JE-003357,2025-03-18,매입,거래처-006,12551032,최담당,False
JE-002113,2025-03-18,매입,거래처-021,867980,이감사,False
JE-002814,2025-03-18,매입,거래처-010,609587,최담당,False
JE-000552,2025-03-18,미지급금,거래처-014,449463,최담당,False
JE-002415,2025-03-18,판매비와관리비,거래처-017,497249,이감사,False
JE-000002,2025-03-19,매입,거래처-014,309992,김회계,False
JE-000771,2025-03-19,미수금,거래처-024,297533,최담당,False
JE-003559,2025-03-19,매입,거래처-022,3243690,박전표,False
JE-004004,2025-03-19,판매비와관리비,거래처-003,4242202,최담당,False
JE-000126,2025-03-19,매출,거래처-002,1573062,이감사,False
JE-002347,2025-03-19,판매비와관리비,거래처-007,207211,이감사,False
JE-002126,2025-03-19,매입,거래처-029,252629,김회계,False
JE-001348,2025-03-19,매입,거래처-009,5189089,박전표,False
JE-000613,2025-03-19,판매비와관리비,거래처-025,221467,김회계,False
JE-002208,2025-03-19,판매비와관리비,거래처-018,199760,최담당,False
JE-001036,2025-03-19,미수금,거래처-008,4474427,김회계,False
JE-002634,2025-03-19,미지급금,거래처-040,341626,김회계,False
JE-001380,2025-03-19,미수금,거래처-030,6963962,최담당,False
JE-000885,2025-03-19,미지급금,거래처-014,47837,박전표,False
JE-002621,2025-03-19,매출원가,거래처-024,141176,이감사,False
JE-002267,2025-03-20,매입,거래처-034,195983,박전표,False
JE-003260,2025-03-20,매출,거래처-022,7114853,박전표,False
JE-003864,2025-03-20,매입,거래처-017,350484,김회계,False
JE-003673,2025-03-20,매출,거래처-019,203810,최담당,False
JE-000737,2025-03-20,판매비와관리비,거래처-018,782890,최담당,False
JE-001810,2025-03-20,미수금,거래처-021,17922025,최담당,False
JE-002030,2025-03-20,매입,거래처-012,5186939,이감사,False
JE-004093,2025-03-20,미수금,거래처-023,130663,김회계,False
JE-001261,2025-03-20,미지급금,거래처-027,603305,이감사,False
JE-001825,2025-03-20,판매비와관리비,거래처-026,343026,박전표,False
JE-004034,2025-03-20,매입,거래처-010,5034778,이감사,False
JE-002603,2025-03-20,미지급금,거래처-028,4302349,이감사,False
JE-001829,2025-03-20,매출,거래처-003,1572828,박전표,False
JE-001098,2025-03-20,매출원가,거래처-010,310667,박전표,False
JE-001016,2025-03-20,매출,거래처-001,2005032,이감사,False
JE-000393,2025-03-20,매입,거래처-007,1077338,이감사,False
JE-001649,2025-03-20,매출,거래처-033,200675,박전표,False
JE-003588,2025-03-20,매출,거래처-015,2330624,김회계,False
JE-001966,2025-03-21,판매비와관리비,거래처-002,1201661,이감사,False
JE-000200,2025-03-21,미수금,거래처-014,2098447,최담당,False
JE-000095,2025-03-21,매출원가,거래처-026,96778,이감사,False
JE-003738,2025-03-21,미수금,거래처-036,16155,박전표,False
JE-003980,2025-03-21,매입,거래처-004,9996311,김회계,True
JE-001140,2025-03-21,미수금,거래처-034,138885,김회계,False
JE-003236,2025-03-21,판매비와관리비,거래처-008,909935,박전표,False
JE-003344,2025-03-21,매입,거래처-021,330513,최담당,False
JE-003470,2025-03-21,판매비와관리비,거래처-023,120003,최담당,False
JE-003825,2025-03-21,미지급금,거래처-015,90809,김회계,False
JE-002557,2025-03-21,매출원가,거래처-028,255201,최담당,False
JE-001059,2025-03-22,미지급금,거래처-021,7570491,김회계,False
JE-002704,2025-03-22,미수금,거래처-003,446894,최담당,False
JE-002254,2025-03-22,미지급금,거래처-025,243020,최담당,False
JE-000760,2025-03-22,미지급금,거래처-038,6889800,박전표,False
JE-001808,2025-03-22,매입,거래처-008,198638,최담당,False
JE-000030,2025-03-22,매출,거래처-023,843180,박전표,False
JE-000055,2025-03-22,매출원가,거래처-005,24070,박전표,False
JE-001727,2025-03-22,매출,거래처-022,304003,이감사,False
JE-003787,2025-03-22,판매비와관리비,거래처-034,7246360,김회계,False
JE-003140,2025-03-22,판매비와관리비,거래처-035,1168637,김회계,False
JE-003060,2025-03-22,판매비와관리비,거래처-017,751921,최담당,False
JE-001440,2025-03-22,매출,거래처-040,4946264,김회계,False
JE-001255,2025-03-23,매출원가,거래처-017,46949,김회계,False
JE-004141,2025-03-23,미수금,거래처-012,651421,김회계,False
JE-003165,2025-03-23,미수금,거래처-010,7914436,박전표,False
JE-000731,2025-03-23,미지급금,거래처-033,1029736,최담당,False
JE-001386,2025-03-23,매출원가,거래처-030,1043147,박전표,False
JE-000415,2025-03-23,미지급금,거래처-008,2772447,김회계,False
JE-002318,2025-03-23,매입,거래처-007,130075,박전표,False
JE-002880,2025-03-23,매입,거래처-034,6808937,김회계,False
JE-003354,2025-03-23,미수금,거래처-007,1086272,이감사,False
JE-003984,2025-03-23,미지급금,거래처-030,3234358,최담당,False
JE-002279,2025-03-23,매입,거래처-020,38155,이감사,False
JE-001561,2025-03-23,매입,거래처-034,148503,최담당,False
JE-004139,2025-03-23,미수금,거래처-007,1009667,이감사,False
JE-003646,2025-03-23,매출,거래처-010,13795026,최담당,False
JE-000829,2025-03-23,미수금,거래처-005,1036173,이감사,False
JE-001519,2025-03-23,판매비와관리비,거래처-026,2241513,최담당,False
JE-003413,2025-03-23,판매비와관리비,거래처-005,151791,이감사,False
JE-001980,2025-03-23,매출원가,거래처-010,3124096,최담당,False
JE-002184,2025-03-24,미수금,거래처-008,502933,박전표,False
JE-002150,2025-03-24,매출원가,거래처-027,1746754,최담당,False
JE-002160,2025-03-24,판매비와관리비,거래처-009,411309,최담당,False
JE-002097,2025-03-24,매출,거래처-029,745171,이감사,False
JE-002260,2025-03-24,매출,거래처-029,43881,김회계,False
JE-000320,2025-03-24,판매비와관리비,거래처-007,721158,이감사,False
JE-001339,2025-03-24,미수금,거래처-022,797972,이감사,False
JE-000189,2025-03-25,매출원가,거래처-002,84138,김회계,False
JE-002894,2025-03-25,매출원가,거래처-032,1535134,김회계,False
JE-000105,2025-03-25,매입,거래처-012,191026,최담당,False
JE-001827,2025-03-25,매출,거래처-007,26024499,최담당,False
JE-000738,2025-03-25,미지급금,거래처-029,5206566,이감사,False
JE-003306,2025-03-25,미지급금,거래처-039,4530619,김회계,False
JE-000015,2025-03-25,매출원가,거래처-001,455290,이감사,False
JE-000572,2025-03-26,미수금,거래처-005,742897,김회계,False
JE-002986,2025-03-26,매입,거래처-024,1483775,최담당,False
JE-003852,2025-03-26,판매비와관리비,거래처-040,10465992,최담당,False
JE-002413,2025-03-26,판매비와관리비,거래처-032,79928,김회계,False
JE-001003,2025-03-26,판매비와관리비,거래처-009,511676,박전표,False
JE-003023,2025-03-26,매출원가,거래처-019,1030884,이감사,False
JE-002792,2025-03-26,미수금,거래처-002,260216,김회계,False
JE-000722,2025-03-26,매입,거래처-011,2092930,최담당,False
JE-001949,2025-03-26,미수금,거래처-008,3000000,최담당,True
JE-000227,2025-03-26,매출,거래처-038,1583464,이감사,False
JE-002903,2025-03-26,미지급금,거래처-024,6227011,최담당,False
JE-000502,2025-03-26,매출,거래처-015,358526,최담당,False
JE-003523,2025-03-26,매입,거래처-012,793292,김회계,False
JE-002380,2025-03-26,판매비와관리비,거래처-025,1210315,최담당,False
JE-000039,2025-03-26,판매비와관리비,거래처-024,45995,이감사,False
JE-003350,2025-03-26,미수금,거래처-030,1187187,김회계,False
JE-002277,2025-03-26,매출원가,거래처-008,10190632,이감사,False
JE-003534,2025-03-27,매출원가,거래처-003,631865,최담당,False
JE-002807,2025-03-27,매출원가,거래처-040,22285,이감사,False
JE-002046,2025-03-27,매출원가,거래처-028,209573,박전표,False
JE-003524,2025-03-27,매입,거래처-014,380284,김회계,False
JE-002130,2025-03-27,매출,거래처-005,1232793,최담당,False
JE-002296,2025-03-27,미지급금,거래처-001,1486459,박전표,False
JE-003212,2025-03-27,매출,거래처-021,505413,박전표,False
JE-003771,2025-03-27,미수금,거래처-023,1187722,박전표,False
JE-002075,2025-03-27,미수금,거래처-003,628268,박전표,False
JE-000149,2025-03-27,매출,거래처-011,3622926,최담당,False
JE-003126,2025-03-28,판매비와관리비,거래처-006,99140,박전표,False
JE-002381,2025-03-28,매출,거래처-040,60984,박전표,False
JE-001379,2025-03-28,매출원가,거래처-033,10000000,박전표,True
JE-003511,2025-03-28,미지급금,거래처-024,2082311,이감사,False
JE-003463,2025-03-28,미수금,거래처-036,720249,김회계,False
JE-000406,2025-03-28,매출,거래처-006,7975669,김회계,False
JE-002188,2025-03-28,매출원가,거래처-013,466269,김회계,False
JE-000853,2025-03-29,판매비와관리비,거래처-034,697440,최담당,False
JE-002306,2025-03-29,미수금,거래처-033,67718,최담당,False
JE-003763,2025-03-29,매입,거래처-010,774184,최담당,False
JE-001531,2025-03-29,매출,거래처-029,1128311,최담당,False
JE-001983,2025-03-29,미수금,거래처-004,702799,김회계,False
JE-001419,2025-03-29,매입,거래처-038,2191962,최담당,False
JE-000499,2025-03-29,미수금,거래처-005,1195505,김회계,False
JE-002967,2025-03-29,판매비와관리비,거래처-030,3703631,김회계,False
JE-001350,2025-03-29,매입,거래처-015,2022719,최담당,False
JE-003745,2025-03-29,미지급금,거래처-025,46280,박전표,False
JE-000638,2025-03-29,판매비와관리비,거래처-040,1148824,이감사,False
JE-003290,2025-03-30,미지급금,거래처-037,1139594,최담당,False
JE-002994,2025-03-30,미지급금,거래처-021,343659,최담당,False
JE-003075,2025-03-30,미지급금,거래처-010,26394666,최담당,False
JE-003873,2025-03-30,미지급금,거래처-017,1368420,이감사,False
JE-002269,2025-03-30,매출원가,거래처-027,3758802,김회계,False
JE-001545,2025-03-30,미수금,거래처-006,5680039,김회계,False
JE-002107,2025-03-30,매출,거래처-021,36477574,박전표,False
JE-001667,2025-03-30,매입,거래처-037,202916,이감사,False
JE-003739,2025-03-31,판매비와관리비,거래처-029,497341,이감사,False
JE-003955,2025-03-31,매출,거래처-032,10103322,이감사,False
JE-003321,2025-03-31,미지급금,거래처-011,1291618,박전표,False
JE-002968,2025-03-31,미수금,거래처-020,554320,최담당,False
JE-002001,2025-03-31,매출원가,거래처-039,800698,이감사,False
JE-001341,2025-04-01,매출,거래처-019,1209450,최담당,False
JE-001900,2025-04-01,매출,거래처-018,1341537,김회계,False
JE-003026,2025-04-01,매출원가,거래처-001,113627,김회계,False
JE-003247,2025-04-01,매출,거래처-002,1205145,최담당,False
JE-003006,2025-04-01,매출원가,거래처-002,507714,박전표,False
JE-001494,2025-04-01,미지급금,거래처-040,1725426,박전표,False
JE-000236,2025-04-01,미지급금,거래처-035,5000000,이감사,True
JE-003079,2025-04-01,판매비와관리비,거래처-021,208801,이감사,False
JE-003804,2025-04-02,판매비와관리비,거래처-001,4013187,이감사,False
JE-002467,2025-04-02,판매비와관리비,거래처-009,2978817,최담당,False
JE-001579,2025-04-02,매출,거래처-010,8459886,최담당,False
JE-002531,2025-04-02,매출,거래처-017,9997351,박전표,True
JE-001843,2025-04-02,매출원가,거래처-016,1075176,최담당,False
JE-002264,2025-04-02,미지급금,거래처-040,652117,최담당,False
JE-000100,2025-04-02,매출원가,거래처-006,41910522,이감사,False
JE-000007,2025-04-02,매입,거래처-029,4440847,이감사,False
JE-003172,2025-04-02,판매비와관리비,거래처-018,1774326,박전표,False
JE-003056,2025-04-03,미수금,거래처-010,69197205,이감사,False
JE-001428,2025-04-03,판매비와관리비,거래처-009,9998645,이감사,True
JE-000348,2025-04-03,매출,거래처-023,272208,김회계,False
JE-001243,2025-04-03,미수금,거래처-030,611962,이감사,False
JE-001477,2025-04-03,매입,거래처-037,401311,최담당,False
JE-000755,2025-04-03,판매비와관리비,거래처-035,261328,박전표,False
JE-000392,2025-04-03,판매비와관리비,거래처-009,9125160,김회계,False
JE-002700,2025-04-03,미지급금,거래처-012,1143812,박전표,False
JE-001294,2025-04-03,매출원가,거래처-002,136979,이감사,False
JE-001038,2025-04-03,매출,거래처-025,666068,최담당,False
JE-000114,2025-04-03,미수금,거래처-013,1480004,김회계,False
JE-001599,2025-04-03,미수금,거래처-013,17617,이감사,False
JE-003519,2025-04-03,미수금,거래처-030,4081537,이감사,False
JE-003669,2025-04-03,판매비와관리비,거래처-031,413530,최담당,False
JE-002313,2025-04-03,매출원가,거래처-011,267024,최담당,False
JE-003208,2025-04-04,매입,거래처-012,1839580,최담당,False
JE-001652,2025-04-04,매출,거래처-037,48757805,김회계,False
JE-001626,2025-04-04,미지급금,거래처-021,1119133,이감사,False
JE-003031,2025-04-04,판매비와관리비,거래처-026,710070,김회계,False
JE-001624,2025-04-04,판매비와관리비,거래처-012,2124648,최담당,False
JE-002245,2025-04-04,미수금,거래처-040,27679,이감사,False
JE-001867,2025-04-04,미수금,거래처-005,635545,박전표,False
JE-001396,2025-04-04,매출,거래처-022,27893067,박전표,False
JE-003656,2025-04-04,판매비와관리비,거래처-037,453834,박전표,False
JE-001020,2025-04-04,매출원가,거래처-005,1498094,김회계,False
JE-001520,2025-04-04,매출원가,거래처-034,1323408,이감사,False
JE-003327,2025-04-04,매출원가,거래처-012,331191,박전표,False
JE-000155,2025-04-04,매입,거래처-032,92317,최담당,False
JE-001875,2025-04-05,미지급금,거래처-018,7782161,이감사,False
JE-000313,2025-04-05,매출원가,거래처-025,5089569,이감사,False
JE-002165,2025-04-05,판매비와관리비,거래처-029,165625,박전표,False
JE-002175,2025-04-05,판매비와관리비,거래처-019,98456,이감사,False
JE-001820,2025-04-05,판매비와관리비,거래처-035,2864863,최담당,False
JE-003107,2025-04-05,미수금,거래처-027,2647393,이감사,False
JE-002221,2025-04-05,매입,거래처-026,2250442,이감사,False
JE-001070,2025-04-05,매출원가,거래처-032,6341908,이감사,False
JE-001113,2025-04-05,미수금,거래처-035,292489,김회계,False
JE-002235,2025-04-05,미수금,거래처-029,302766,최담당,False
JE-002357,2025-04-05,매입,거래처-019,1473894,김회계,False
JE-003225,2025-04-06,매입,거래처-029,438065,박전표,False
JE-000294,2025-04-06,매입,거래처-018,1189363,김회계,False
JE-000325,2025-04-06,매출,거래처-010,443843,김회계,False
JE-002090,2025-04-06,미수금,거래처-033,103177,이감사,False
JE-003169,2025-04-06,미지급금,거래처-016,33235292,김회계,False
JE-000028,2025-04-06,미수금,거래처-022,37388,박전표,False
JE-001488,2025-04-06,미지급금,거래처-034,19126,최담당,False
JE-002270,2025-04-06,미지급금,거래처-026,286582,최담당,False
JE-003568,2025-04-06,미수금,거래처-033,3712304,최담당,False
JE-003994,2025-04-06,매출원가,거래처-003,133027,김회계,False
JE-001378,2025-04-06,매입,거래처-036,8513891,박전표,False
JE-001697,2025-04-06,매출원가,거래처-013,498282,이감사,False
JE-001661,2025-04-06,판매비와관리비,거래처-007,1566222,박전표,False
JE-001625,2025-04-06,판매비와관리비,거래처-005,55194627,김회계,False
JE-000914,2025-04-06,미수금,거래처-002,387970,이감사,False
JE-000733,2025-04-06,매출원가,거래처-034,246210,김회계,False
JE-003783,2025-04-07,판매비와관리비,거래처-001,314034,박전표,False
JE-000925,2025-04-07,매출,거래처-031,129789,박전표,False
JE-003011,2025-04-07,매입,거래처-023,682232,최담당,False
JE-003726,2025-04-07,미지급금,거래처-034,117348,최담당,False
JE-001305,2025-04-07,미지급금,거래처-019,15328,박전표,False
JE-002137,2025-04-07,미수금,거래처-021,160962,박전표,False
JE-004045,2025-04-07,판매비와관리비,거래처-035,7364646,최담당,False
JE-000143,2025-04-07,매출원가,거래처-019,99593,김회계,False
JE-001995,2025-04-07,매출,거래처-034,1498485,박전표,False
JE-003838,2025-04-07,매출원가,거래처-014,35275,이감사,False
JE-000649,2025-04-07,매출원가,거래처-022,92485,박전표,False
JE-002401,2025-04-08,미지급금,거래처-008,340097,박전표,False
JE-001031,2025-04-08,매출,거래처-027,4176800,박전표,False
JE-000936,2025-04-08,미수금,거래처-004,9996825,최담당,True
JE-003774,2025-04-08,매출원가,거래처-037,143264,박전표,False
JE-003776,2025-04-08,매입,거래처-011,78031,박전표,False
JE-001936,2025-04-08,매출원가,거래처-038,3160050,김회계,False
JE-000535,2025-04-08,미수금,거래처-011,169683,이감사,False
